DATE;DESCRIPTION;VALUE
01/12/2016;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-8.48
01/12/2016;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT LOPEZ;-6.00
02/12/2016;CANCEL PURCHASE CARD 1234XXXXXXXX5678 29.11 RESTAURANT;30.00
02/12/2016;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-7.00
02/12/2016;PURCHASE CARD 1234XXXXXXXX5678 PARKING;-6.65
02/12/2016;TRANSFER;2,600.00
05/12/2016;ATM 1234XXXXXXXX5678 01.02;-60.00
05/12/2016;CANCEL PURCHASE CARD 1234XXXXXXXX5678 30.11 RESTAURANT;10.00
05/12/2016;DEBIT PAYMENTS MAMAMUSICA;-45.00
05/12/2016;HOME LOAN;-19.27
05/12/2016;PURCHASE CARD 1234XXXXXXXX5678 02.12 HIGHWAY COMPANY;-3.35
05/12/2016;PURCHASE CARD 1234XXXXXXXX5678 ACADEMY;-62.00
05/12/2016;PURCHASE CARD 1234XXXXXXXX5678 AGARA;-16.56
05/12/2016;PURCHASE CARD 1234XXXXXXXX5678 CLOTHES SHOP;-24.90
05/12/2016;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-14.90
05/12/2016;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-1.25
05/12/2016;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-36.86
05/12/2016;PURCHASE CARD 1234XXXXXXXX5678 MAKRO ;-24.42
05/12/2016;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-48.91
05/12/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-93.34
05/12/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-43.62
05/12/2016;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT MARIN;-4.35
05/12/2016;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT MARIN;-23.95
05/12/2016;PURCHASE CARD 1234XXXXXXXX5678 SHOPPING CENTER;-7.40
05/12/2016;PURCHASE CARD 1234XXXXXXXX5678 TOY SHOP;-33.49
05/12/2016;REFUND TAR.1234XXXXXXXX5678 05.12 MARKET JOGESHWAR ;26.00
06/12/2016;TRANSFER;60.00
06/12/2016;TRANSFER;45.00
07/12/2016;ATM 1234XXXXXXXX5678 01.02;-40.00
07/12/2016;INTEREST SETTLEMENT;4.15
07/12/2016;PHONE COMPANY;-15.09
07/12/2016;PURCHASE CARD 1234XXXXXXXX5678 29.11 RESTAURANT;-30.00
07/12/2016;PURCHASE CARD 1234XXXXXXXX5678 30.11 RESTAURANT;-10.00
07/12/2016;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-9.90
07/12/2016;PURCHASE CARD 1234XXXXXXXX5678 DECATHLON ;-75.97
07/12/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-13.87
07/12/2016;PURCHASE CARD 1234XXXXXXXX5678 PETROPRIX ;-20.00
07/12/2016;PURCHASE CARD 1234XXXXXXXX5678 SCRAPY;-34.13
09/12/2016;ATM 1234XXXXXXXX5678 01.02;-60.00
09/12/2016;INSURANCE;-9.97
09/12/2016;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-124.90
09/12/2016;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-64.48
09/12/2016;PURCHASE CARD 1234XXXXXXXX5678 BAZAAR;-12.24
09/12/2016;PURCHASE CARD 1234XXXXXXXX5678 INTERNET HOSTING COMPANY;-24.19
09/12/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-43.39
09/12/2016;PURCHASE CARD 1234XXXXXXXX5678 SHOPPING CENTER;-7.60
09/12/2016;PURCHASE CARD 1234XXXXXXXX5678 SIMYO;-7.00
12/12/2016;ATM 1234XXXXXXXX5678 01.02;-50.00
12/12/2016;PURCHASE CARD 1234XXXXXXXX5678 BAZAAR;-5.50
12/12/2016;PURCHASE CARD 1234XXXXXXXX5678 CLOTHES SHOP;-6.70
12/12/2016;PURCHASE CARD 1234XXXXXXXX5678 LEROY MERLIN ;-28.17
12/12/2016;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-4.95
12/12/2016;PURCHASE CARD 1234XXXXXXXX5678 PHARMACY;-17.45
12/12/2016;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT MARIN;-6.50
13/12/2016;ATM 1234XXXXXXXX5678 01.02;-40.00
13/12/2016;ELECTRIC COMPANY ;-39.59
13/12/2016;PURCHASE CARD 1234XXXXXXXX5678 03.07 CLOTHES COMPANY;-92.40
13/12/2016;PURCHASE CARD 1234XXXXXXXX5678 ALDI;-6.37
13/12/2016;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-25.82
13/12/2016;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-2.80
13/12/2016;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-12.69
13/12/2016;PURCHASE CARD 1234XXXXXXXX5678 PETROPRIX ;-36.10
13/12/2016;PURCHASE CARD 1234XXXXXXXX5678 TOY SHOP;-9.95
14/12/2016;PHONE COMPANY;-69.52
14/12/2016;PURCHASE CARD 1234XXXXXXXX5678 AGARA;-12.28
14/12/2016;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-2.79
14/12/2016;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-57.69
14/12/2016;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-8.60
14/12/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-5.15
15/12/2016;PURCHASE CARD 1234XXXXXXXX5678 IKEA;-6.79
15/12/2016;PURCHASE CARD 1234XXXXXXXX5678 IKEA;-50.24
15/12/2016;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-5.58
15/12/2016;TRANSFER;-5,500.00
15/12/2016;TRANSFER;5,506.20
16/12/2016;PURCHASE CARD 1234XXXXXXXX5678 ALE-HOP;-12.00
16/12/2016;PURCHASE CARD 1234XXXXXXXX5678 CLOTHES SHOP;-10.70
16/12/2016;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-6.00
16/12/2016;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-36.62
19/12/2016;PURCHASE CARD 1234XXXXXXXX5678 ALE-HOP;-13.00
19/12/2016;PURCHASE CARD 1234XXXXXXXX5678 ALE-HOP;-12.00
19/12/2016;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-6.44
19/12/2016;PURCHASE CARD 1234XXXXXXXX5678 DECATHLON ;-37.97
19/12/2016;PURCHASE CARD 1234XXXXXXXX5678 LEFTIES;-32.00
19/12/2016;PURCHASE CARD 1234XXXXXXXX5678 LEROY MERLIN ;-34.95
19/12/2016;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-4.45
19/12/2016;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-14.50
19/12/2016;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-5.72
19/12/2016;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-8.85
19/12/2016;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-11.78
19/12/2016;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-8.39
19/12/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-20.67
19/12/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-14.19
19/12/2016;PURCHASE CARD 1234XXXXXXXX5678 PHARMACY;-9.11
19/12/2016;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT MARIN;-39.90
19/12/2016;PURCHASE CARD 1234XXXXXXXX5678 TOY SHOP;-17.98
20/12/2016;ATM 1234XXXXXXXX5678 01.02;-50.00
20/12/2016;INCOME;500.00
20/12/2016;SCHOOL CANTEEN;-58.10
21/12/2016;PURCHASE CARD 1234XXXXXXXX5678 16.12 HIGHWAY COMPANY;-3.35
21/12/2016;PURCHASE CARD 1234XXXXXXXX5678 CLOTHES SHOP;-38.00
21/12/2016;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-40.04
21/12/2016;PURCHASE CARD 1234XXXXXXXX5678 LEFTIES;-29.00
21/12/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-4.40
21/12/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-7.59
21/12/2016;PURCHASE CARD 1234XXXXXXXX5678 VORWERK;-4.00
21/12/2016;SCHOOL CANTEEN;-58.10
22/12/2016;ATM;100.00
22/12/2016;ATM 1234XXXXXXXX5678 01.02;-120.00
22/12/2016;ATM 1234XXXXXXXX5678 01.02;-50.00
22/12/2016;INCOME;1,000.00
22/12/2016;PURCHASE CARD 1234XXXXXXXX5678 TIGER STORE ;-10.05
23/12/2016;ATM 1234XXXXXXXX5678 01.02;-250.00
23/12/2016;PURCHASE CARD 1234XXXXXXXX5678 20.12 HIGHWAY COMPANY;-3.35
23/12/2016;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-54.04
23/12/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-84.49
23/12/2016;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT LOPEZ;-12.80
26/12/2016;PURCHASE CARD 1234XXXXXXXX5678 22.12 HIGHWAY COMPANY;-3.35
26/12/2016;PURCHASE CARD 1234XXXXXXXX5678 CLOTHES SHOP;-64.40
26/12/2016;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-31.92
26/12/2016;PURCHASE CARD 1234XXXXXXXX5678 HEALTH;-20.80
26/12/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-3.78
26/12/2016;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT;-54.20
26/12/2016;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT JOGESHWAR;-13.70
26/12/2016;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT JOGESHWAR;-35.00
26/12/2016;REFUND 1234XXXXXXXX5678 22.12 HIGHWAY COMPANY;0.50
27/12/2016;DEBIT PAYMENTS FINANCIAL AGENT;-27.83
27/12/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-13.14
28/12/2016;ATM 1234XXXXXXXX5678 01.02;-100.00
28/12/2016;PURCHASE CARD 1234XXXXXXXX5678 COMPUTER SHOP;-20.45
28/12/2016;PURCHASE CARD 1234XXXXXXXX5678 LEROY MERLIN ;-41.50
28/12/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-12.80
28/12/2016;PURCHASE CARD 1234XXXXXXXX5678 VORWERK;-150.00
29/12/2016;ATM 1234XXXXXXXX5678 01.02;-50.00
29/12/2016;ELECTRIC COMPANY ;-57.63
29/12/2016;PURCHASE CARD 1234XXXXXXXX5678 16.03 PARKING COMPANY;-5.30
29/12/2016;PURCHASE CARD 1234XXXXXXXX5678 16.03 PARKING COMPANY;-3.30
29/12/2016;PURCHASE CARD 1234XXXXXXXX5678 16.03 PARKING COMPANY;-2.80
29/12/2016;PURCHASE CARD 1234XXXXXXXX5678 27.12 HIGHWAY COMPANY;-3.90
29/12/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-9.45
29/12/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-8.43
29/12/2016;REFUND 1234XXXXXXXX5678 27.12 HIGHWAY COMPANY;0.59
30/12/2016;INSURANCE;-267.03
30/12/2016;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-15.99
30/12/2016;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-1.00
30/12/2016;PURCHASE CARD 1234XXXXXXXX5678 HEALTH;-26.97
30/12/2016;PURCHASE CARD 1234XXXXXXXX5678 LEROY MERLIN ;-31.93
30/12/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-29.50
30/12/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-156.64
30/12/2016;PURCHASE CARD 1234XXXXXXXX5678 NETFLIX;-9.99
02/01/2017;DEBIT PAYMENTS INSURANCE COMPANY;-32.96
02/01/2017;PURCHASE CARD 1234XXXXXXXX5678 27.12 PARKING COMPANY;-2.95
02/01/2017;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-24.99
02/01/2017;PURCHASE CARD 1234XXXXXXXX5678 LEROY MERLIN ;-4.77
02/01/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-3.31
02/01/2017;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT MARIN;-17.20
02/01/2017;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT MARIN;-74.90
02/01/2017;PURCHASE CARD 1234XXXXXXXX5678 VORWERK;-5.60
03/01/2017;PAYROLL;570.35
03/01/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-18.75
03/01/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-8.00
03/01/2017;TRANSFER;2,000.00
04/01/2017;PHONE COMPANY;-6.51
04/01/2017;PURCHASE CARD 1234XXXXXXXX5678 ALIEXPRESS;-26.53
04/01/2017;PURCHASE CARD 1234XXXXXXXX5678 TOY SHOP;-19.74
05/01/2017;HOME LOAN;-19.27
05/01/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-2.99
05/01/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-58.44
05/01/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-7.01
05/01/2017;PURCHASE CARD 1234XXXXXXXX5678 PIMKIE ;-31.08
05/01/2017;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT MARIN;-14.99
05/01/2017;PURCHASE CARD 1234XXXXXXXX5678 SHOPPING CENTER;-29.98
05/01/2017;PURCHASE CARD 1234XXXXXXXX5678 TIGER STORE ;-37.40
09/01/2017;ATM 1234XXXXXXXX5678 01.02;-150.00
09/01/2017;ATM 1234XXXXXXXX5678 01.02;-40.00
09/01/2017;CANCEL PURCHASE CARD 1234XXXXXXXX5678 11.09 AMAZON;1.00
09/01/2017;INSURANCE;-9.97
09/01/2017;INTEREST SETTLEMENT;1.47
09/01/2017;PURCHASE CARD 1234XXXXXXXX5678 03.07 CLOTHES COMPANY;-7.30
09/01/2017;PURCHASE CARD 1234XXXXXXXX5678 CLOTHES SHOP;-22.90
09/01/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-6.00
09/01/2017;PURCHASE CARD 1234XXXXXXXX5678 INTERNET HOSTING COMPANY;-24.19
09/01/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-9.45
09/01/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-10.25
09/01/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-38.18
09/01/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-30.88
09/01/2017;PURCHASE CARD 1234XXXXXXXX5678 PETROPRIX ;-42.12
10/01/2017;DEBIT PAYMENTS MAMAMUSICA;-45.00
10/01/2017;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-21.50
10/01/2017;PURCHASE CARD 1234XXXXXXXX5678 CLOTHES SHOP;-53.93
10/01/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-6.00
10/01/2017;PURCHASE CARD 1234XXXXXXXX5678 LEFTIES;-22.00
10/01/2017;PURCHASE CARD 1234XXXXXXXX5678 LEFTIES;-41.00
10/01/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-4.15
10/01/2017;REFUND 1234XXXXXXXX5678 ALIEXPRESS;39.88
11/01/2017;PURCHASE CARD 1234XXXXXXXX5678 07.01 HIGHWAY COMPANY;-3.35
11/01/2017;PURCHASE CARD 1234XXXXXXXX5678 07.01 HIGHWAY COMPANY;-3.35
11/01/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-6.00
12/01/2017;ATM 1234XXXXXXXX5678 01.02;-40.00
12/01/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-6.00
12/01/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-86.80
12/01/2017;TRANSFER;4,195.20
13/01/2017;ELECTRIC COMPANY ;-14.83
13/01/2017;PHONE COMPANY;-82.67
13/01/2017;PURCHASE CARD 1234XXXXXXXX5678 DECATHLON ;-54.99
13/01/2017;PURCHASE CARD 1234XXXXXXXX5678 DECATHLON ;-24.99
13/01/2017;TRANSFER;-4,195.00
16/01/2017;ATM 1234XXXXXXXX5678 01.02;-40.00
16/01/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-25.20
16/01/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-18.75
16/01/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-19.00
16/01/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-8.65
16/01/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-15.81
16/01/2017;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT LOPEZ;-13.00
16/01/2017;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT MARIN;-26.40
17/01/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-8.00
17/01/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-37.84
17/01/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-3.60
17/01/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-6.13
18/01/2017;INSURANCE;-259.69
18/01/2017;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-52.99
18/01/2017;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-3.99
19/01/2017;DEBIT PAYMENTS WATER COMPANY;-69.21
19/01/2017;PURCHASE CARD 1234XXXXXXXX5678 ALIEXPRESS;-161.45
19/01/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-18.48
19/01/2017;SCHOOL CANTEEN;-70.55
19/01/2017;SCHOOL CANTEEN;-70.55
20/01/2017;PURCHASE CARD 1234XXXXXXXX5678 ALDI;-5.98
20/01/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-2.80
20/01/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-28.69
20/01/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-11.65
20/01/2017;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT MARIN;-16.00
23/01/2017;ATM 1234XXXXXXXX5678 01.02;-100.00
23/01/2017;PURCHASE CARD 1234XXXXXXXX5678 18.01 HIGHWAY COMPANY;-3.35
23/01/2017;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-4.29
23/01/2017;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-2.62
23/01/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-6.00
23/01/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-23.93
23/01/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-34.63
23/01/2017;PURCHASE CARD 1234XXXXXXXX5678 VORWERK;-1,150.00
23/01/2017;TRANSFER;2,700.00
24/01/2017;INCOME;1,000.00
24/01/2017;PURCHASE CARD 1234XXXXXXXX5678 PHARMACY;-6.17
25/01/2017;HIDRAQUA ;-77.04
25/01/2017;INCOME;120.00
25/01/2017;INCOME;1,150.00
25/01/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-44.03
25/01/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-18.36
25/01/2017;PURCHASE CARD 1234XXXXXXXX5678 PHARMACY;-123.57
25/01/2017;TRANSFER;-1,000.00
26/01/2017;PURCHASE CARD 1234XXXXXXXX5678 23.01 HIGHWAY COMPANY;-3.35
26/01/2017;PURCHASE CARD 1234XXXXXXXX5678 ALDI;-10.22
26/01/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-5.60
27/01/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-34.30
30/01/2017;ATM 1234XXXXXXXX5678 01.02;-60.00
30/01/2017;COMMISSIONS;-1.75
30/01/2017;DEBIT PAYMENTS FINANCIAL AGENT;-27.83
30/01/2017;ELECTRIC COMPANY ;-61.88
30/01/2017;PAYROLL;489.60
30/01/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-87.06
30/01/2017;PURCHASE CARD 1234XXXXXXXX5678 NETFLIX;-9.99
30/01/2017;PURCHASE CARD 1234XXXXXXXX5678 PARKING;-0.30
30/01/2017;TAXES;-2,555.03
30/01/2017;TRANSFER;-489.00
30/01/2017;TRANSFER;200.00
31/01/2017;INCOME;1,310.00
31/01/2017;INSURANCE;-267.03
31/01/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-1.99
31/01/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-4.11
31/01/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-23.95
31/01/2017;PURCHASE CARD 1234XXXXXXXX5678 SOLA MOVIL;-10.89
31/01/2017;TRANSFER;-1,310.00
31/01/2017;TRANSFER;3,000.00
01/02/2017;ATM 1234XXXXXXXX5678 01.02;-100.00
01/02/2017;DEBIT PAYMENTS INSURANCE COMPANY;-32.96
01/02/2017;INCOME;1,145.00
01/02/2017;PURCHASE CARD 1234XXXXXXXX5678 ALIEXPRESS;-37.56
01/02/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-2.80
01/02/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-37.43
01/02/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-32.50
01/02/2017;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT;-2.00
01/02/2017;TRANSFER;-1,145.00
02/02/2017;ATM 1234XXXXXXXX5678 01.02;-40.00
02/02/2017;DEBIT PAYMENTS MAMAMUSICA;-45.00
02/02/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-3.85
02/02/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-56.66
02/02/2017;PURCHASE CARD 1234XXXXXXXX5678 LEFTIES;-7.50
02/02/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-9.56
03/02/2017;COMMUNITY OF OWNERS;-46.27
03/02/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-7.10
03/02/2017;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT;-12.00
06/02/2017;ATM 1234XXXXXXXX5678 01.02;-110.00
06/02/2017;COMMISSIONS;-1.50
06/02/2017;HOME LOAN;-19.27
06/02/2017;PURCHASE CARD 1234XXXXXXXX5678 01.02 INTERNET HOSTING COMPANY;-77.40
06/02/2017;PURCHASE CARD 1234XXXXXXXX5678 ACADEMY;-102.10
06/02/2017;PURCHASE CARD 1234XXXXXXXX5678 HARDWARE STORE;-169.00
06/02/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-68.30
06/02/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-12.63
06/02/2017;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT MARIN;-2.00
06/02/2017;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT MARIN;-19.65
07/02/2017;INSURANCE;-9.97
07/02/2017;INTEREST SETTLEMENT;1.34
07/02/2017;PURCHASE CARD 1234XXXXXXXX5678 PARKING;-2.35
07/02/2017;PURCHASE CARD 1234XXXXXXXX5678 PHARMACY;-11.30
07/02/2017;PURCHASE CARD 1234XXXXXXXX5678 PHARMACY;-5.00
08/02/2017;PURCHASE CARD 1234XXXXXXXX5678 ALDI;-35.39
09/02/2017;INCOME;150.00
09/02/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-37.80
09/02/2017;PURCHASE CARD 1234XXXXXXXX5678 INTERNET HOSTING COMPANY;-24.19
09/02/2017;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT MARIN;-22.00
09/02/2017;PURCHASE CARD 1234XXXXXXXX5678 SHOPPING CENTER;-65.75
10/02/2017;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT LOPEZ;-1.00
13/02/2017;ATM 1234XXXXXXXX5678 01.02;-40.00
13/02/2017;PURCHASE CARD 1234XXXXXXXX5678 04.09 PARKING COMPANY;-2.15
13/02/2017;PURCHASE CARD 1234XXXXXXXX5678 04.09 PARKING COMPANY;-1.55
13/02/2017;PURCHASE CARD 1234XXXXXXXX5678 09.02 HIGHWAY COMPANY;-3.35
13/02/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-7.98
13/02/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-75.76
14/02/2017;ATM 1234XXXXXXXX5678 01.02;-60.00
14/02/2017;ELECTRIC COMPANY ;-81.83
14/02/2017;PHONE COMPANY;-83.23
14/02/2017;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-40.50
14/02/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-21.05
14/02/2017;TRANSFER;-4,980.00
14/02/2017;TRANSFER;4,981.80
15/02/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-59.37
15/02/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-44.44
16/02/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-7.00
16/02/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-39.18
16/02/2017;SCHOOL CANTEEN;-74.70
16/02/2017;SCHOOL CANTEEN;-74.70
17/02/2017;ATM 1234XXXXXXXX5678 01.02;-40.00
17/02/2017;ATM 1234XXXXXXXX5678 01.02;-40.00
17/02/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-6.00
17/02/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-17.35
17/02/2017;PURCHASE CARD 1234XXXXXXXX5678 PHARMACY;-11.65
20/02/2017;GYM;-15.71
20/02/2017;PURCHASE CARD 1234XXXXXXXX5678 INTERNET HOSTING COMPANY;-24.19
20/02/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-74.01
20/02/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-22.19
20/02/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-27.48
20/02/2017;PURCHASE CARD 1234XXXXXXXX5678 SHOPPING CENTER;-35.00
21/02/2017;ATM 1234XXXXXXXX5678 01.02;-50.00
21/02/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-61.80
23/02/2017;DEBIT PAYMENTS FINANCIAL AGENT;-27.83
23/02/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-8.00
24/02/2017;PURCHASE CARD 1234XXXXXXXX5678 11.11 HIGHWAY COMPANY;-12.02
24/02/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-6.83
27/02/2017;ATM 1234XXXXXXXX5678 01.02;-60.00
27/02/2017;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-19.10
27/02/2017;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-14.03
27/02/2017;TRANSFER;300.00
28/02/2017;INSURANCE;-267.03
28/02/2017;PAYROLL;106.25
28/02/2017;PURCHASE CARD 1234XXXXXXXX5678 ALDI;-8.13
28/02/2017;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-6.00
28/02/2017;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-9.57
28/02/2017;PURCHASE CARD 1234XXXXXXXX5678 NETFLIX;-9.99
28/02/2017;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT MARIN;-6.20
